hr,holiday,workingday,humidity_percentage,windspeed,temperature_celsius,feels_like_temperature_celsius,bike_riders,date,day,month,dayofweek,datetimestamp,fall,spring,summer,winter,clear,heavy_rain_snow,light_rain_snow,mist_cloudy,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,August,December,February,January,July,June,March,May,November,October,September
6,0,0,0.52,20,6.1,1.9982,5,2012-03-04 00:00:00,4,3,6,2012-03-04 06:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0,0,0.52,20,6.1,1.9982,23,2012-03-04 00:00:00,4,3,6,2012-03-04 07:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,0,0,0.52,22,6.1,1.9982,66,2012-03-04 00:00:00,4,3,6,2012-03-04 08:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,0,0,0.49,30,6.1,1.9982,118,2012-03-04 00:00:00,4,3,6,2012-03-04 09:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,0,0,0.49,22,6.1,1.9982,192,2012-03-04 00:00:00,4,3,6,2012-03-04 10:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,0,0,0.45,26,7.04,3.0014,256,2012-03-04 00:00:00,4,3,6,2012-03-04 11:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,0,0,0.42,24,7.98,3.998,327,2012-03-04 00:00:00,4,3,6,2012-03-04 12:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,0,0,0.37,24,8.92,5.9978,364,2012-03-04 00:00:00,4,3,6,2012-03-04 13:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,0,0,0.34,24,8.92,5.9978,332,2012-03-04 00:00:00,4,3,6,2012-03-04 14:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,0,0,0.32,35,8.92,5.0012,334,2012-03-04 00:00:00,4,3,6,2012-03-04 15:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,0,0,0.29,33,8.92,5.0012,299,2012-03-04 00:00:00,4,3,6,2012-03-04 16:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,0,0,0.31,37,7.98,3.0014,263,2012-03-04 00:00:00,4,3,6,2012-03-04 17:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,0,0,0.33,41,7.04,1.9982,184,2012-03-04 00:00:00,4,3,6,2012-03-04 18:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,0,0,0.36,33,6.1,1.0016,132,2012-03-04 00:00:00,4,3,6,2012-03-04 19:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,0,0,0.38,17,5.16,1.9982,88,2012-03-04 00:00:00,4,3,6,2012-03-04 20:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,0,0,0.36,15,5.16,1.9982,79,2012-03-04 00:00:00,4,3,6,2012-03-04 21:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,0,0,0.41,17,4.22,-0.0016,62,2012-03-04 00:00:00,4,3,6,2012-03-04 22:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,0,0,0.41,13,4.22,1.0016,26,2012-03-04 00:00:00,4,3,6,2012-03-04 23:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0.44,13,3.28,-0.9982,17,2012-03-05 00:00:00,5,3,0,2012-03-05 00:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0.48,9,3.28,-0.0016,6,2012-03-05 00:00:00,5,3,0,2012-03-05 01:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1,0.48,9,3.28,-0.0016,4,2012-03-05 00:00:00,5,3,0,2012-03-05 02:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,1,0.51,11,2.34,-0.9982,1,2012-03-05 00:00:00,5,3,0,2012-03-05 03:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1,0.55,6,1.4,-0.9982,1,2012-03-05 00:00:00,5,3,0,2012-03-05 04:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,1,0.55,6,1.4,-0.9982,18,2012-03-05 00:00:00,5,3,0,2012-03-05 05:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,1,0.59,9,0.46,-2.998,91,2012-03-05 00:00:00,5,3,0,2012-03-05 06:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0,1,0.59,9,0.46,-2.998,260,2012-03-05 00:00:00,5,3,0,2012-03-05 07:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,0,1,0.59,7,1.4,-0.9982,428,2012-03-05 00:00:00,5,3,0,2012-03-05 08:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,0,1,0.6,6,2.34,1.0016,197,2012-03-05 00:00:00,5,3,0,2012-03-05 09:00:00,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,0,1,0.6,0,3.28,1.0016,86,2012-03-05 00:00:00,5,3,0,2012-03-05 10:00:00,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,0,1,0.56,9,4.22,1.9982,103,2012-03-05 00:00:00,5,3,0,2012-03-05 11:00:00,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,0,1,0.52,0,4.22,3.998,137,2012-03-05 00:00:00,5,3,0,2012-03-05 12:00:00,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,0,1,0.55,20,4.22,1.0016,120,2012-03-05 00:00:00,5,3,0,2012-03-05 13:00:00,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,0,1,0.57,24,5.16,1.0016,128,2012-03-05 00:00:00,5,3,0,2012-03-05 14:00:00,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,0,1,0.53,13,6.1,3.0014,130,2012-03-05 00:00:00,5,3,0,2012-03-05 15:00:00,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,0,1,0.45,20,6.1,1.9982,210,2012-03-05 00:00:00,5,3,0,2012-03-05 16:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,0,1,0.45,20,6.1,1.9982,387,2012-03-05 00:00:00,5,3,0,2012-03-05 17:00:00,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,0,1,0.55,44,5.16,-0.9982,375,2012-03-05 00:00:00,5,3,0,2012-03-05 18:00:00,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,0,1,0.53,15,4.22,1.0016,226,2012-03-05 00:00:00,5,3,0,2012-03-05 19:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,0,1,0.37,31,4.22,-0.9982,179,2012-03-05 00:00:00,5,3,0,2012-03-05 20:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,0,1,0.37,26,4.22,-0.9982,120,2012-03-05 00:00:00,5,3,0,2012-03-05 21:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,0,1,0.35,22,3.28,-2.0014,78,2012-03-05 00:00:00,5,3,0,2012-03-05 22:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,0,1,0.37,39,2.34,-4.0012,31,2012-03-05 00:00:00,5,3,0,2012-03-05 23:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0.37,20,2.34,-2.0014,8,2012-03-06 00:00:00,6,3,1,2012-03-06 00:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0.44,17,1.4,-2.998,6,2012-03-06 00:00:00,6,3,1,2012-03-06 01:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1,0.44,15,1.4,-2.998,4,2012-03-06 00:00:00,6,3,1,2012-03-06 02:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,1,0.51,19,0.46,-4.9978,1,2012-03-06 00:00:00,6,3,1,2012-03-06 03:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1,0.51,20,0.46,-4.9978,3,2012-03-06 00:00:00,6,3,1,2012-03-06 04:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,1,0.51,15,0.46,-4.0012,25,2012-03-06 00:00:00,6,3,1,2012-03-06 05:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,1,0.51,7,0.46,-2.0014,102,2012-03-06 00:00:00,6,3,1,2012-03-06 06:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0,1,0.55,9,-0.48,-4.0012,275,2012-03-06 00:00:00,6,3,1,2012-03-06 07:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8,0,1,0.59,7,-0.48,-4.0012,501,2012-03-06 00:00:00,6,3,1,2012-03-06 08:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9,0,1,0.47,0,2.34,1.9982,233,2012-03-06 00:00:00,6,3,1,2012-03-06 09:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10,0,1,0.44,0,3.28,1.0016,129,2012-03-06 00:00:00,6,3,1,2012-03-06 10:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11,0,1,0.41,11,4.22,1.0016,130,2012-03-06 00:00:00,6,3,1,2012-03-06 11:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12,0,1,0.41,7,4.22,1.9982,138,2012-03-06 00:00:00,6,3,1,2012-03-06 12:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13,0,1,0.39,9,6.1,3.998,164,2012-03-06 00:00:00,6,3,1,2012-03-06 13:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14,0,1,0.36,15,7.04,3.998,136,2012-03-06 00:00:00,6,3,1,2012-03-06 14:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15,0,1,0.36,20,7.98,3.998,166,2012-03-06 00:00:00,6,3,1,2012-03-06 15:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
16,0,1,0.32,19,8.92,5.9978,250,2012-03-06 00:00:00,6,3,1,2012-03-06 16:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
17,0,1,0.34,19,8.92,5.9978,446,2012-03-06 00:00:00,6,3,1,2012-03-06 17:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
18,0,1,0.42,22,7.98,3.998,457,2012-03-06 00:00:00,6,3,1,2012-03-06 18:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19,0,1,0.46,20,7.98,3.998,287,2012-03-06 00:00:00,6,3,1,2012-03-06 19:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20,0,1,0.49,13,7.04,5.0012,187,2012-03-06 00:00:00,6,3,1,2012-03-06 20:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
21,0,1,0.49,13,7.04,5.0012,148,2012-03-06 00:00:00,6,3,1,2012-03-06 21:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
22,0,1,0.56,11,5.16,1.9982,106,2012-03-06 00:00:00,6,3,1,2012-03-06 22:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
23,0,1,0.61,15,5.16,1.9982,54,2012-03-06 00:00:00,6,3,1,2012-03-06 23:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0.65,19,5.16,1.0016,15,2012-03-07 00:00:00,7,3,2,2012-03-07 00:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0.61,20,6.1,1.9982,5,2012-03-07 00:00:00,7,3,2,2012-03-07 01:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1,0.56,19,6.1,3.0014,4,2012-03-07 00:00:00,7,3,2,2012-03-07 02:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3,0,1,0.56,24,6.1,1.9982,3,2012-03-07 00:00:00,7,3,2,2012-03-07 03:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1,0.61,22,5.16,1.0016,3,2012-03-07 00:00:00,7,3,2,2012-03-07 04:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5,0,1,0.56,20,5.16,1.0016,18,2012-03-07 00:00:00,7,3,2,2012-03-07 05:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6,0,1,0.61,26,5.16,1.0016,108,2012-03-07 00:00:00,7,3,2,2012-03-07 06:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7,0,1,0.65,26,4.22,-0.9982,344,2012-03-07 00:00:00,7,3,2,2012-03-07 07:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8,0,1,0.61,20,5.16,1.0016,566,2012-03-07 00:00:00,7,3,2,2012-03-07 08:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9,0,1,0.61,22,6.1,1.9982,264,2012-03-07 00:00:00,7,3,2,2012-03-07 09:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10,0,1,0.5,20,8.92,5.9978,147,2012-03-07 00:00:00,7,3,2,2012-03-07 10:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11,0,1,0.38,20,11.74,11.9972,161,2012-03-07 00:00:00,7,3,2,2012-03-07 11:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12,0,1,0.38,26,12.68,13.0004,215,2012-03-07 00:00:00,7,3,2,2012-03-07 12:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13,0,1,0.34,28,15.5,15.9968,205,2012-03-07 00:00:00,7,3,2,2012-03-07 13:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
14,0,1,0.36,22,16.44,17.0,175,2012-03-07 00:00:00,7,3,2,2012-03-07 14:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
15,0,1,0.37,30,17.38,18.0032,209,2012-03-07 00:00:00,7,3,2,2012-03-07 15:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16,0,1,0.37,28,18.32,18.9998,288,2012-03-07 00:00:00,7,3,2,2012-03-07 16:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
17,0,1,0.43,33,18.32,18.9998,612,2012-03-07 00:00:00,7,3,2,2012-03-07 17:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18,0,1,0.4,31,18.32,18.9998,544,2012-03-07 00:00:00,7,3,2,2012-03-07 18:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19,0,1,0.42,24,17.38,18.0032,361,2012-03-07 00:00:00,7,3,2,2012-03-07 19:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20,0,1,0.51,17,15.5,15.9968,260,2012-03-07 00:00:00,7,3,2,2012-03-07 20:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
21,0,1,0.62,17,12.68,13.0004,188,2012-03-07 00:00:00,7,3,2,2012-03-07 21:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22,0,1,0.59,20,13.62,13.997,159,2012-03-07 00:00:00,7,3,2,2012-03-07 22:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23,0,1,0.62,22,12.68,13.0004,62,2012-03-07 00:00:00,7,3,2,2012-03-07 23:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0.62,22,12.68,13.0004,46,2012-03-08 00:00:00,8,3,3,2012-03-08 00:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0.63,22,13.62,13.997,21,2012-03-08 00:00:00,8,3,3,2012-03-08 01:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1,0.63,26,13.62,13.997,11,2012-03-08 00:00:00,8,3,3,2012-03-08 02:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,1,0.63,26,13.62,13.997,3,2012-03-08 00:00:00,8,3,3,2012-03-08 03:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1,0.72,19,12.68,13.0004,2,2012-03-08 00:00:00,8,3,3,2012-03-08 04:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,1,0.77,15,11.74,11.9972,29,2012-03-08 00:00:00,8,3,3,2012-03-08 05:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,1,0.77,17,11.74,11.9972,109,2012-03-08 00:00:00,8,3,3,2012-03-08 06:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0,1,0.77,24,11.74,11.9972,334,2012-03-08 00:00:00,8,3,3,2012-03-08 07:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,0,1,0.77,26,12.68,13.0004,585,2012-03-08 00:00:00,8,3,3,2012-03-08 08:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,0,1,0.72,31,13.62,13.997,301,2012-03-08 00:00:00,8,3,3,2012-03-08 09:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,0,1,0.68,31,15.5,15.9968,138,2012-03-08 00:00:00,8,3,3,2012-03-08 10:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,0,1,0.6,31,17.38,18.0032,204,2012-03-08 00:00:00,8,3,3,2012-03-08 11:00:00,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,0,1,0.6,30,18.32,18.9998,251,2012-03-08 00:00:00,8,3,3,2012-03-08 12:00:00,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,0,1,0.49,43,20.2,24.9992,233,2012-03-08 00:00:00,8,3,3,2012-03-08 13:00:00,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,0,1,0.43,43,21.14,24.9992,203,2012-03-08 00:00:00,8,3,3,2012-03-08 14:00:00,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,0,1,0.38,46,22.08,24.9992,185,2012-03-08 00:00:00,8,3,3,2012-03-08 15:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,0,1,0.41,43,21.14,24.9992,342,2012-03-08 00:00:00,8,3,3,2012-03-08 16:00:00,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,0,1,0.38,44,21.14,24.9992,597,2012-03-08 00:00:00,8,3,3,2012-03-08 17:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,0,1,0.38,37,21.14,24.9992,590,2012-03-08 00:00:00,8,3,3,2012-03-08 18:00:00,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,0,1,0.4,30,20.2,24.9992,416,2012-03-08 00:00:00,8,3,3,2012-03-08 19:00:00,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,0,1,0.43,26,20.2,24.9992,302,2012-03-08 00:00:00,8,3,3,2012-03-08 20:00:00,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,0,1,0.43,26,20.2,24.9992,233,2012-03-08 00:00:00,8,3,3,2012-03-08 21:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,0,1,0.49,22,18.32,18.9998,153,2012-03-08 00:00:00,8,3,3,2012-03-08 22:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,0,1,0.49,30,18.32,18.9998,94,2012-03-08 00:00:00,8,3,3,2012-03-08 23:00:00,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0.49,31,19.26,20.003,54,2012-03-09 00:00:00,9,3,4,2012-03-09 00:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0.52,33,18.32,18.9998,26,2012-03-09 00:00:00,9,3,4,2012-03-09 01:00:00,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1,0.77,28,14.56,15.0002,11,2012-03-09 00:00:00,9,3,4,2012-03-09 02:00:00,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,1,0.77,35,13.62,13.997,7,2012-03-09 00:00:00,9,3,4,2012-03-09 03:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1,0.66,19,10.8,11.0006,1,2012-03-09 00:00:00,9,3,4,2012-03-09 04:00:00,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,1,0.66,19,10.8,11.0006,29,2012-03-09 00:00:00,9,3,4,2012-03-09 05:00:00,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,1,0.5,24,10.8,11.0006,85,2012-03-09 00:00:00,9,3,4,2012-03-09 06:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0,1,0.4,20,9.86,9.9974,268,2012-03-09 00:00:00,9,3,4,2012-03-09 07:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,0,1,0.42,35,7.98,3.0014,501,2012-03-09 00:00:00,9,3,4,2012-03-09 08:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,0,1,0.42,35,7.98,3.0014,284,2012-03-09 00:00:00,9,3,4,2012-03-09 09:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,0,1,0.36,33,7.98,3.0014,159,2012-03-09 00:00:00,9,3,4,2012-03-09 10:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,0,1,0.34,24,8.92,5.9978,187,2012-03-09 00:00:00,9,3,4,2012-03-09 11:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
